x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.0,0.0,0.0,-0.061186,-0.042593,-0.010776,-0.095911,-0.120971,-0.012281,-0.112485,-0.181732,-0.015714,-0.136306,-0.211358,-0.014812,-0.062054,-0.165138,0.004885,-0.079736,-0.203688,-0.016121,-0.07138,-0.144663,-0.023196,-0.061474,-0.134788,-0.025749,-0.025076,-0.164095,0.000298,-0.042805,-0.197163,-0.022232,-0.042046,-0.129955,-0.020311,-0.031646,-0.126903,-0.013419,0.012073,-0.154719,-0.009049,-0.004286,-0.187792,-0.031195,-0.008849,-0.124625,-0.014704,0.00063,-0.116874,0.002107,0.047996,-0.141037,-0.020169,0.034591,-0.170752,-0.028689,0.024358,-0.130478,-0.014523,0.030056,-0.119631,-0.001359,A
0.0,0.0,0.0,-0.061542,-0.042847,-0.011554,-0.096818,-0.121809,-0.013062,-0.114271,-0.182222,-0.016379,-0.138808,-0.211767,-0.015349,-0.064655,-0.166169,0.006497,-0.079548,-0.202634,-0.014109,-0.071132,-0.145988,-0.021391,-0.06298,-0.137697,-0.024215,-0.027218,-0.166371,0.002484,-0.04334,-0.196403,-0.019638,-0.04179,-0.131641,-0.018481,-0.0329,-0.129673,-0.01235,0.010254,-0.157941,-0.006487,-0.005708,-0.186937,-0.028768,-0.008903,-0.125252,-0.013576,-0.000199,-0.118758,0.002177,0.045809,-0.145631,-0.017243,0.031727,-0.169934,-0.025807,0.023166,-0.130591,-0.012687,0.029672,-0.12258,-0.000502,A
0.0,0.0,0.0,-0.061852,-0.043941,-0.010973,-0.097195,-0.122269,-0.012385,-0.11506,-0.182697,-0.015872,-0.13959,-0.212661,-0.015142,-0.063111,-0.166207,0.007099,-0.080723,-0.201182,-0.01347,-0.071255,-0.144972,-0.020631,-0.061794,-0.137722,-0.023391,-0.026141,-0.165611,0.002512,-0.043746,-0.196413,-0.020013,-0.041917,-0.131513,-0.018988,-0.032563,-0.12987,-0.012731,0.010918,-0.156487,-0.00697,-0.005773,-0.187099,-0.030084,-0.009038,-0.125319,-0.015005,-0.00019,-0.119414,0.0011,0.046364,-0.143057,-0.01814,0.032618,-0.170449,-0.02733,0.02321,-0.130647,-0.013941,0.028982,-0.121119,-0.001267,A
0.0,0.0,0.0,-0.05925,-0.042769,-0.011628,-0.094855,-0.120707,-0.01319,-0.112299,-0.180219,-0.017056,-0.134827,-0.211192,-0.016379,-0.060094,-0.165644,0.008401,-0.078126,-0.201961,-0.013779,-0.070078,-0.145792,-0.022061,-0.06041,-0.137115,-0.025061,-0.024309,-0.165597,0.003782,-0.041138,-0.19435,-0.019178,-0.040619,-0.131325,-0.018498,-0.030772,-0.132512,-0.012502,0.012102,-0.156701,-0.00628,-0.003413,-0.185863,-0.029541,-0.008421,-0.126005,-0.014942,0.000773,-0.122275,0.000718,0.047662,-0.143668,-0.018305,0.035921,-0.16995,-0.028129,0.024779,-0.132017,-0.015858,0.029918,-0.123866,-0.003894,A
0.0,0.0,0.0,-0.058093,-0.042592,-0.011853,-0.093067,-0.120396,-0.013791,-0.11097,-0.180123,-0.017805,-0.133592,-0.210689,-0.017312,-0.0598,-0.165268,0.006991,-0.076606,-0.20157,-0.014676,-0.069131,-0.14503,-0.022368,-0.059716,-0.135768,-0.025122,-0.02378,-0.164706,0.002567,-0.040111,-0.19429,-0.019961,-0.040008,-0.130615,-0.018743,-0.030279,-0.130526,-0.012478,0.012837,-0.155871,-0.00715,-0.0021,-0.185816,-0.030193,-0.007371,-0.125255,-0.015186,0.001545,-0.120175,0.000695,0.048671,-0.142758,-0.0188,0.037024,-0.170193,-0.028657,0.026153,-0.131908,-0.016169,0.031179,-0.122846,-0.004072,A
0.0,0.0,0.0,-0.05832,-0.04243,-0.012034,-0.093431,-0.120564,-0.013947,-0.11141,-0.180315,-0.017837,-0.134167,-0.210648,-0.017153,-0.060111,-0.165384,0.006582,-0.077157,-0.200837,-0.015063,-0.0693,-0.143707,-0.02256,-0.059693,-0.135326,-0.025248,-0.023902,-0.164771,0.002239,-0.04062,-0.194033,-0.020469,-0.040254,-0.129716,-0.019033,-0.030331,-0.130114,-0.012554,0.012746,-0.155941,-0.007397,-0.002598,-0.185463,-0.030623,-0.007707,-0.124503,-0.015453,0.001394,-0.120146,0.000585,0.048506,-0.142915,-0.018961,0.036636,-0.170071,-0.028879,0.025781,-0.131522,-0.0163,0.030833,-0.122748,-0.004118,A
0.0,0.0,0.0,-0.058242,-0.043108,-0.011058,-0.094148,-0.121369,-0.012442,-0.112767,-0.18117,-0.01608,-0.135677,-0.210628,-0.01526,-0.060918,-0.165389,0.008691,-0.077604,-0.201378,-0.013445,-0.06947,-0.145031,-0.021661,-0.060166,-0.136723,-0.024727,-0.025212,-0.165952,0.0038,-0.040612,-0.195265,-0.019183,-0.039714,-0.130978,-0.018504,-0.030595,-0.132375,-0.012425,0.011499,-0.157606,-0.006453,-0.00274,-0.187475,-0.029907,-0.007269,-0.127379,-0.015343,0.001081,-0.124641,0.000311,0.046999,-0.14448,-0.018554,0.035996,-0.171275,-0.028547,0.02564,-0.132038,-0.016112,0.030446,-0.123846,-0.004027,A
0.0,0.0,0.0,-0.058208,-0.043724,-0.01097,-0.093702,-0.122259,-0.012312,-0.112222,-0.181877,-0.015943,-0.135209,-0.210999,-0.015104,-0.060508,-0.16652,0.00891,-0.077543,-0.201894,-0.01293,-0.069452,-0.146059,-0.020898,-0.060111,-0.137758,-0.02381,-0.024763,-0.16696,0.003972,-0.040593,-0.195521,-0.018797,-0.039872,-0.131449,-0.017986,-0.030809,-0.132819,-0.011843,0.01205,-0.158295,-0.006324,-0.002574,-0.187642,-0.029801,-0.0073,-0.127727,-0.015378,0.001108,-0.12483,0.000233,0.047637,-0.144702,-0.018447,0.036225,-0.171104,-0.028532,0.025635,-0.132222,-0.016277,0.030481,-0.123915,-0.004285,A
0.0,0.0,0.0,-0.058976,-0.041622,-0.010756,-0.096649,-0.121739,-0.011758,-0.11553,-0.182882,-0.014663,-0.138912,-0.212187,-0.012789,-0.061236,-0.168143,0.006344,-0.078704,-0.204159,-0.015855,-0.069978,-0.143244,-0.023823,-0.060042,-0.13794,-0.027133,-0.025517,-0.167323,0.001712,-0.041665,-0.198409,-0.021552,-0.041271,-0.130842,-0.019969,-0.031727,-0.134716,-0.013431,0.010648,-0.158519,-0.008004,-0.004344,-0.190397,-0.030734,-0.00914,-0.127391,-0.014528,0.000537,-0.125904,0.001857,0.045389,-0.146489,-0.019585,0.03338,-0.173079,-0.028703,0.023195,-0.131768,-0.015368,0.029805,-0.124267,-0.002862,A
0.0,0.0,0.0,-0.058741,-0.043118,-0.010361,-0.095803,-0.123389,-0.011261,-0.114596,-0.183402,-0.014244,-0.137515,-0.212455,-0.012393,-0.060394,-0.170236,0.006988,-0.079333,-0.205242,-0.015017,-0.070057,-0.144542,-0.022666,-0.059414,-0.138519,-0.02561,-0.024662,-0.169108,0.0021,-0.041899,-0.199014,-0.021077,-0.041153,-0.131617,-0.01927,-0.031469,-0.13499,-0.012473,0.011579,-0.159912,-0.007875,-0.004072,-0.189851,-0.030824,-0.00864,-0.126823,-0.014568,0.001217,-0.125238,0.002053,0.046495,-0.147032,-0.019679,0.034214,-0.174033,-0.028838,0.023962,-0.133046,-0.015268,0.030569,-0.125071,-0.002472,A
0.0,0.0,0.0,-0.060536,-0.042024,-0.011397,-0.09753,-0.122874,-0.012361,-0.115124,-0.182012,-0.014775,-0.138902,-0.210443,-0.012125,-0.064066,-0.169003,0.004618,-0.079318,-0.203968,-0.018458,-0.070241,-0.142978,-0.027555,-0.062087,-0.137539,-0.031643,-0.026943,-0.167553,0.000468,-0.042263,-0.19802,-0.022939,-0.041156,-0.130516,-0.021782,-0.033008,-0.134416,-0.015805,0.009945,-0.158661,-0.008747,-0.005239,-0.188477,-0.030849,-0.009463,-0.126019,-0.014553,-0.000151,-0.125414,0.001444,0.044594,-0.14707,-0.019928,0.032143,-0.170455,-0.028334,0.022347,-0.129627,-0.014937,0.029194,-0.123396,-0.002718,A
0.0,0.0,0.0,-0.061501,-0.040783,-0.01171,-0.099262,-0.121534,-0.012707,-0.117323,-0.182364,-0.015121,-0.141618,-0.210997,-0.012431,-0.065285,-0.169509,0.004816,-0.080932,-0.205271,-0.01756,-0.070817,-0.143398,-0.026357,-0.062281,-0.138186,-0.030484,-0.028018,-0.168956,0.001119,-0.044306,-0.197969,-0.021478,-0.042782,-0.129669,-0.020311,-0.0347,-0.135217,-0.014617,0.008874,-0.160378,-0.007582,-0.007423,-0.190643,-0.029286,-0.011297,-0.126931,-0.013054,-0.001393,-0.12669,0.002749,0.043552,-0.149471,-0.018241,0.030106,-0.171952,-0.026663,0.020306,-0.130524,-0.013413,0.027831,-0.124891,-0.001315,A
0.0,0.0,0.0,-0.060771,-0.041432,-0.01099,-0.098011,-0.121293,-0.011895,-0.11608,-0.181479,-0.014503,-0.13958,-0.21052,-0.012202,-0.063942,-0.168679,0.005656,-0.080219,-0.204376,-0.016356,-0.070376,-0.143731,-0.024494,-0.061298,-0.137704,-0.027911,-0.02696,-0.167912,0.001395,-0.043359,-0.197564,-0.021383,-0.041793,-0.130046,-0.020063,-0.033176,-0.13393,-0.013901,0.009876,-0.159535,-0.007836,-0.006355,-0.190398,-0.030404,-0.009954,-0.127069,-0.01458,-2.5e-05,-0.125745,0.001497,0.044878,-0.14853,-0.018873,0.031412,-0.172868,-0.027722,0.021607,-0.131407,-0.014343,0.0286,-0.124401,-0.00186,A
0.0,0.0,0.0,-0.059646,-0.040579,-0.011268,-0.097618,-0.120402,-0.012662,-0.117268,-0.179998,-0.015898,-0.141168,-0.208055,-0.01428,-0.064765,-0.168618,0.006257,-0.082225,-0.204482,-0.015605,-0.072222,-0.144832,-0.023383,-0.063397,-0.138383,-0.026516,-0.028502,-0.169592,0.001847,-0.04566,-0.197043,-0.020568,-0.043693,-0.130568,-0.019003,-0.035437,-0.134655,-0.012775,0.008541,-0.161674,-0.007694,-0.008026,-0.190059,-0.029985,-0.011262,-0.127202,-0.014145,-0.002021,-0.125971,0.001684,0.044093,-0.150397,-0.019116,0.029381,-0.170746,-0.028202,0.020785,-0.130243,-0.015358,0.028121,-0.125122,-0.003381,A
0.0,0.0,0.0,-0.059778,-0.041007,-0.010633,-0.097049,-0.119774,-0.011927,-0.116338,-0.179243,-0.015326,-0.140033,-0.208438,-0.014155,-0.063307,-0.168686,0.006712,-0.082053,-0.203761,-0.015518,-0.072418,-0.145019,-0.023533,-0.062291,-0.137222,-0.026527,-0.027232,-0.168923,0.001749,-0.045154,-0.196362,-0.020975,-0.0436,-0.130537,-0.019702,-0.034102,-0.133261,-0.013493,0.009612,-0.16081,-0.008342,-0.007709,-0.188998,-0.031579,-0.011533,-0.126353,-0.016273,-0.001679,-0.124262,-0.000353,0.045244,-0.149214,-0.020205,0.029936,-0.171436,-0.030013,0.020575,-0.130593,-0.017132,0.027613,-0.1237,-0.004793,A
0.0,0.0,0.0,-0.060471,-0.039894,-0.009773,-0.09977,-0.114774,-0.011442,-0.120364,-0.171641,-0.015323,-0.143364,-0.200268,-0.014968,-0.069372,-0.165114,0.007472,-0.087947,-0.199336,-0.013184,-0.076444,-0.141675,-0.021436,-0.066611,-0.131755,-0.024995,-0.034595,-0.168225,0.002374,-0.052543,-0.194195,-0.018094,-0.047996,-0.130886,-0.017147,-0.039539,-0.129991,-0.01201,0.002135,-0.162677,-0.007576,-0.015598,-0.191388,-0.028236,-0.016118,-0.130269,-0.013257,-0.00755,-0.124375,0.001397,0.038406,-0.151844,-0.019295,0.022232,-0.174038,-0.028162,0.015696,-0.133148,-0.015574,0.022346,-0.12481,-0.003971,A
0.0,0.0,0.0,-0.060625,-0.039111,-0.009316,-0.099656,-0.113713,-0.01067,-0.11943,-0.169906,-0.014327,-0.14244,-0.198865,-0.014221,-0.067602,-0.162815,0.006105,-0.087324,-0.197402,-0.013726,-0.075838,-0.140779,-0.02112,-0.065434,-0.129546,-0.024049,-0.032162,-0.166184,0.000923,-0.051358,-0.192933,-0.0193,-0.046942,-0.130321,-0.018127,-0.03695,-0.127573,-0.012691,0.00463,-0.160468,-0.008773,-0.014585,-0.188053,-0.02914,-0.015236,-0.127503,-0.014296,-0.005507,-0.120243,0.0004,0.040571,-0.149845,-0.020095,0.022217,-0.170943,-0.028566,0.015521,-0.130219,-0.015729,0.022953,-0.120985,-0.003928,A
0.0,0.0,0.0,-0.063552,-0.035024,-0.010038,-0.104638,-0.109721,-0.011171,-0.124691,-0.165865,-0.014141,-0.14929,-0.192306,-0.012641,-0.076489,-0.158361,0.005728,-0.093418,-0.195936,-0.014683,-0.080753,-0.136766,-0.022826,-0.071697,-0.127805,-0.026809,-0.039893,-0.163525,0.001306,-0.057658,-0.193398,-0.018827,-0.051917,-0.126987,-0.017335,-0.043501,-0.126955,-0.012056,-0.002298,-0.159961,-0.007797,-0.020381,-0.191274,-0.026782,-0.020144,-0.127975,-0.010664,-0.011263,-0.121864,0.004117,0.034019,-0.152302,-0.018788,0.017796,-0.173644,-0.026364,0.0116,-0.132884,-0.013619,0.018429,-0.126187,-0.002405,A
0.0,0.0,0.0,-0.063163,-0.037597,-0.00926,-0.102569,-0.112122,-0.010201,-0.122733,-0.168557,-0.013707,-0.148156,-0.193412,-0.013466,-0.072418,-0.159532,0.008322,-0.091623,-0.194794,-0.01173,-0.080751,-0.139901,-0.01926,-0.070012,-0.128749,-0.022143,-0.036638,-0.164081,0.002955,-0.056266,-0.193479,-0.017787,-0.052135,-0.129075,-0.016653,-0.040791,-0.126149,-0.010731,0.000815,-0.159689,-0.007179,-0.01864,-0.191178,-0.028506,-0.020268,-0.12859,-0.013661,-0.009873,-0.119475,0.001751,0.037589,-0.150651,-0.018993,0.019563,-0.175449,-0.027724,0.010898,-0.134314,-0.014742,0.017614,-0.123206,-0.002527,A
0.0,0.0,0.0,-0.063296,-0.036068,-0.010416,-0.103359,-0.110729,-0.011757,-0.12369,-0.166517,-0.015205,-0.148678,-0.192051,-0.014472,-0.074143,-0.157989,0.006734,-0.092246,-0.194471,-0.013465,-0.080566,-0.137439,-0.021132,-0.070754,-0.127293,-0.024444,-0.038161,-0.163288,0.002232,-0.056775,-0.192487,-0.018517,-0.052076,-0.126924,-0.017153,-0.042074,-0.125335,-0.011364,-0.00086,-0.15954,-0.007099,-0.019475,-0.190235,-0.027348,-0.020635,-0.127538,-0.011951,-0.010944,-0.11982,0.003213,0.035411,-0.151358,-0.018311,0.018553,-0.17331,-0.026451,0.010776,-0.133648,-0.013917,0.017529,-0.125392,-0.002406,A
0.0,0.0,0.0,-0.064612,-0.033551,-0.009842,-0.106028,-0.105688,-0.010552,-0.126449,-0.161933,-0.013568,-0.151573,-0.187807,-0.012374,-0.075952,-0.156452,0.010343,-0.093442,-0.191287,-0.010795,-0.082429,-0.134781,-0.019735,-0.073449,-0.126284,-0.023643,-0.040566,-0.162034,0.005614,-0.059142,-0.189068,-0.016294,-0.054636,-0.125064,-0.016615,-0.045674,-0.126434,-0.01166,-0.003959,-0.160286,-0.004202,-0.023661,-0.188688,-0.025773,-0.023702,-0.126272,-0.01157,-0.013764,-0.122418,0.003208,0.031991,-0.15489,-0.015826,0.013434,-0.173579,-0.024312,0.007709,-0.131898,-0.011904,0.01619,-0.125736,-0.000254,A
0.0,0.0,0.0,-0.06447,-0.033611,-0.009534,-0.105405,-0.105047,-0.010244,-0.126033,-0.161094,-0.01321,-0.151055,-0.18735,-0.012138,-0.075349,-0.155777,0.009368,-0.093762,-0.189147,-0.011179,-0.082437,-0.133187,-0.019487,-0.072718,-0.125342,-0.023057,-0.039683,-0.160935,0.004495,-0.059362,-0.188488,-0.017252,-0.055044,-0.124448,-0.017369,-0.045219,-0.125019,-0.012229,-0.002942,-0.158683,-0.005226,-0.023758,-0.188166,-0.027152,-0.024271,-0.125241,-0.013038,-0.013891,-0.120277,0.001927,0.032869,-0.15277,-0.016615,0.013313,-0.172405,-0.025567,0.006931,-0.13053,-0.01321,0.015246,-0.123404,-0.001426,A
0.0,0.0,0.0,-0.064721,-0.035797,-0.009213,-0.10366,-0.111051,-0.009702,-0.121471,-0.166331,-0.012314,-0.146155,-0.189721,-0.010644,-0.073518,-0.158338,0.00718,-0.092699,-0.190194,-0.013664,-0.08017,-0.13243,-0.021594,-0.070819,-0.124838,-0.024747,-0.037559,-0.16287,0.002245,-0.058214,-0.18668,-0.019009,-0.052418,-0.123314,-0.017486,-0.04183,-0.125855,-0.011332,-0.000704,-0.158943,-0.00748,-0.022581,-0.182831,-0.027555,-0.021837,-0.123064,-0.01238,-0.010329,-0.121701,0.002608,0.034628,-0.151549,-0.019008,0.014783,-0.167748,-0.026234,0.008496,-0.128551,-0.013574,0.017517,-0.124078,-0.002043,A
0.0,0.0,0.0,-0.065656,-0.038745,-0.007947,-0.101135,-0.114172,-0.008008,-0.116296,-0.169752,-0.010827,-0.140044,-0.192664,-0.00988,-0.067988,-0.157467,0.009633,-0.088831,-0.192323,-0.010366,-0.079232,-0.136873,-0.018074,-0.069174,-0.124178,-0.020626,-0.033687,-0.160492,0.004282,-0.055801,-0.186245,-0.015715,-0.051846,-0.125804,-0.014272,-0.039566,-0.12413,-0.008231,0.001644,-0.154314,-0.005831,-0.020511,-0.181321,-0.02529,-0.021018,-0.124676,-0.010791,-0.009059,-0.118873,0.003817,0.036156,-0.143782,-0.017689,0.016976,-0.165561,-0.024838,0.008566,-0.127382,-0.012217,0.016018,-0.117526,-0.000617,A
0.0,0.0,0.0,-0.066105,-0.039297,-0.008054,-0.101673,-0.114492,-0.008189,-0.116928,-0.170181,-0.010919,-0.140348,-0.194692,-0.009793,-0.069005,-0.15809,0.008925,-0.08928,-0.191463,-0.01078,-0.07887,-0.135397,-0.018405,-0.068677,-0.124842,-0.021244,-0.034386,-0.161248,0.003655,-0.056209,-0.186518,-0.016037,-0.051869,-0.125853,-0.014383,-0.039876,-0.125482,-0.008465,0.001218,-0.155309,-0.006285,-0.020776,-0.181697,-0.025516,-0.021006,-0.124571,-0.010814,-0.009151,-0.119974,0.003694,0.035806,-0.144959,-0.017969,0.016846,-0.165471,-0.025045,0.008592,-0.127219,-0.012402,0.015961,-0.118518,-0.000911,A
0.0,0.0,0.0,-0.059088,-0.044456,-0.006887,-0.089019,-0.117342,-0.007604,-0.101616,-0.17139,-0.011554,-0.123799,-0.197662,-0.012597,-0.05134,-0.157109,0.009252,-0.074322,-0.193411,-0.0106,-0.070889,-0.14332,-0.0197,-0.059552,-0.127323,-0.023447,-0.019529,-0.15583,0.002705,-0.045431,-0.184042,-0.017344,-0.04634,-0.131007,-0.018093,-0.031544,-0.124196,-0.014067,0.013516,-0.145784,-0.008334,-0.011344,-0.177174,-0.02755,-0.017231,-0.127198,-0.015421,-0.005064,-0.116536,-0.002754,0.047855,-0.131785,-0.021025,0.025752,-0.155758,-0.029364,0.013345,-0.12055,-0.018451,0.019141,-0.106403,-0.008082,A
0.0,0.0,0.0,-0.054643,-0.039262,-0.008256,-0.084923,-0.112074,-0.009349,-0.097412,-0.164866,-0.013128,-0.117012,-0.195089,-0.013701,-0.049035,-0.155856,0.006287,-0.071105,-0.190387,-0.013358,-0.068746,-0.140692,-0.02133,-0.058182,-0.127966,-0.024491,-0.017108,-0.153742,0.000256,-0.041028,-0.179956,-0.019058,-0.043144,-0.128393,-0.018071,-0.029611,-0.124694,-0.013241,0.015753,-0.143496,-0.010419,-0.006804,-0.172831,-0.030272,-0.014135,-0.122843,-0.017664,-0.003738,-0.114524,-0.004834,0.049803,-0.12907,-0.022785,0.030751,-0.155785,-0.032313,0.017465,-0.120614,-0.021669,0.020674,-0.106482,-0.011422,A
